id,forecastVolum
1,263
2,354
3,169
4,346
5,411
6,195
7,452
8,219
9,2418
10,366
11,802
12,211
13,299
14,375
15,637
16,421
17,301
18,283
19,552
20,108
21,280
22,253
23,288
24,348
25,209
26,282
27,642
28,360
29,826
30,318
31,4991
32,705
33,1425
34,425
35,677
36,767
37,1106
38,648
39,629
40,830
41,1065
42,255
43,366
44,464
45,165
46,286
47,242
48,420
49,428
50,179
51,387
52,173
53,1489
54,193
55,463
56,139
57,389
58,349
59,403
60,286
61,261
62,158
63,466
64,187
65,270
66,263
67,112
68,173
69,96
70,93
71,293
72,217
73,262
74,101
75,2122
76,247
77,686
78,217
79,295
80,366
81,701
82,370
83,349
84,253
85,210
86,109
87,152
88,105
89,200
90,3959
91,483
92,112
93,1703
94,2017
95,3880
96,1766
97,1560
98,2379
99,2186
100,1127
101,3934
102,4987
103,1330
104,1695
105,1941
106,516
107,832
108,285
109,1680
110,512
111,262
112,425
113,446
114,120
115,1074
116,1268
117,1728
118,490
119,4890
120,670
121,1540
122,886
123,2068
124,2846
125,705
126,1291
127,1415
128,297
129,274
130,563
131,486
132,353
133,1103
134,145
135,117
136,1128
137,261
138,302
139,1010
140,215
141,929
142,113
143,1086
144,141
145,534
146,590
147,733
148,205
149,144
150,162
151,253
152,97
153,273
154,156
155,218
156,39
157,25
158,40
159,177
160,298
161,265
162,27
163,108
164,52
165,666
166,126
167,95
168,159
169,406
170,148
171,134
172,55
173,24
174,30
175,72
176,14
177,712
178,327
179,262
180,423
181,895
182,873
183,882
184,319
185,740
186,280
187,1195
188,630
189,627
190,889
191,797
192,894
193,970
194,403
195,215
196,338
197,321
198,128
199,488
200,266
201,253
202,79
203,1032
204,1428
205,1806
206,334
207,781
208,467
209,2304
210,839
211,993
212,1756
213,1061
214,855
215,879
216,526
217,195
218,269
219,368
220,114
221,58
222,347
223,248
224,105
225,1117
226,770
227,1641
228,505
229,819
230,574
231,885
232,787
233,1082
234,2160
235,931
236,797
237,878
238,439
239,169
240,395
241,788
242,110
243,56
244,377
245,304
246,62
247,739
248,476
249,1298
250,559
251,686
252,421
253,543
254,480
255,1288
256,1364
257,467
258,515
259,646
260,261
261,273
262,302
263,671
264,180
265,147
266,1128
267,518
268,80
269,1753
270,1382
271,2230
272,815
273,1032
274,670
275,1536
276,1040
277,2067
278,2513
279,992
280,1197
281,1268
282,505
283,342
284,466
285,1061
286,457
287,311
288,1213
289,747
290,197
291,2195
292,2068
293,2935
294,694
295,1405
296,788
297,2532
298,1302
299,2368
300,4076
301,1354
302,1620
303,2007
304,562
305,698
306,669
307,908
308,548
309,662
310,491
311,478
312,943
313,836
314,960
315,1316
316,860
317,458
318,183
319,1582
320,365
321,1576
322,1234
323,735
324,408
325,484
326,321
327,239
328,468
329,649
330,97
331,69
332,725
333,479
334,147
335,1329
336,296
337,1634
338,536
339,967
340,395
341,618
342,294
343,1729
344,1355
345,453
346,373
347,1128
348,299
349,580
350,134
351,440
352,594
353,1061
354,576
355,274
356,194
357,1114
358,1131
359,1402
360,614
361,651
362,298
363,1679
364,682
365,1399
366,1961
367,721
368,739
369,833
370,426
371,246
372,486
373,606
374,149
375,218
376,439
377,422
378,89
379,893
380,643
381,2097
382,1004
383,370
384,275
385,959
386,405
387,1811
388,1545
389,461
390,228
391,419
392,196
393,377
394,242
395,591
396,314
397,346
398,424
399,512
400,1041
401,1312
402,699
403,1872
404,450
405,850
406,272
407,1401
408,363
409,1844
410,1601
411,810
412,583
413,527
414,402
415,675
416,404
417,462
418,827
419,519
420,397
421,167
422,221
423,726
424,697
425,769
426,144
427,671
428,186
429,1012
430,451
431,602
432,662
433,1016
434,610
435,668
436,371
437,170
438,277
439,251
440,142
441,253
442,333
443,324
444,280
445,1186
446,749
447,1104
448,346
449,586
450,217
451,1400
452,363
453,1418
454,1291
455,788
456,580
457,456
458,349
459,371
460,265
461,338
462,357
463,286
464,181
465,155
466,287
467,422
468,332
469,819
470,137
471,406
472,113
473,1010
474,188
475,777
476,587
477,775
478,265
479,260
480,205
481,161
482,74
483,188
484,127
485,37
486,48
487,64
488,40
489,169
490,341
491,560
492,183
493,77
494,59
495,194
496,70
497,478
498,291
499,65
500,145
501,181
502,33
503,84
504,75
505,109
506,69
507,637
508,234
509,105
510,656
511,619
512,330
513,559
514,139
515,1231
516,171
517,1661
518,237
519,365
520,334
521,1401
522,356
523,287
524,479
525,275
526,247
527,255
528,107
529,265
530,157
531,90
532,241
533,346
534,190
535,320
536,100
537,460
538,118
539,732
540,149
541,196
542,180
543,616
544,242
545,186
546,220
547,121
548,125
549,135
550,67
551,783
552,296
553,151
554,862
555,656
556,346
557,613
558,175
559,1178
560,186
561,1318
562,235
563,409
564,388
565,1186
566,435
567,318
568,432
569,305
570,258
571,303
572,123
573,60
574,31
575,19
576,64
577,63
578,55
579,95
580,18
581,87
582,20
583,206
584,22
585,77
586,58
587,145
588,45
589,41
590,29
591,27
592,20
593,39
594,17
595,396
596,147
597,119
598,438
599,488
600,329
601,470
602,97
603,596
604,83
605,1013
606,174
607,389
608,351
609,1035
610,313
611,296
612,208
613,273
614,120
615,224
616,109
617,238
618,123
619,81
620,122
621,225
622,164
623,287
624,64
625,385
626,75
627,602
628,106
629,180
630,153
631,560
632,236
633,144
634,153
635,82
636,67
637,105
638,44
639,400
640,231
641,175
642,602
643,514
644,286
645,578
646,118
647,1062
648,179
649,1198
650,231
651,406
652,386
653,921
654,451
655,344
656,264
657,249
658,174
659,256
660,122
661,544
662,255
663,64
664,480
665,533
666,340
667,475
668,69
669,1197
670,125
671,1269
672,187
673,384
674,312
675,1491
676,294
677,336
678,334
679,224
680,213
681,202
682,76
683,212
684,940
685,205
686,117
687,795
688,1638
689,2341
690,591
691,2557
692,2084
693,1799
694,617
695,1398
696,5058
697,737
698,822
699,1295
700,377
701,392
702,233
703,781
704,381
705,258
706,163
707,222
708,54
709,410
710,249
711,592
712,98
713,142
714,59
715,733
716,170
717,425
718,373
719,326
720,140
721,248
722,154
723,46
724,96
725,261
726,49
727,426
728,129
729,51
730,124
731,154
732,120
733,202
734,41
735,93
736,31
737,316
738,55
739,146
740,146
741,167
742,102
743,93
744,73
745,36
746,55
747,126
748,27
749,197
750,69
751,106
752,405
753,436
754,227
755,633
756,164
757,1219
758,252
759,792
760,263
761,425
762,323
763,591
764,482
765,358
766,513
767,223
768,312
769,147
770,76
771,196
772,341
773,416
774,502
775,813
776,230
777,638
778,249
779,1487
780,284
781,582
782,274
783,788
784,622
785,521
786,1150
787,535
788,330
789,478
790,457
791,458
792,242
793,42
794,106
795,65
796,39
797,197
798,131
799,173
800,54
801,345
802,121
803,369
804,175
805,140
806,209
807,278
808,146
809,195
810,129
811,75
812,101
813,67
814,45
815,206
816,179
817,273
818,202
819,630
820,411
821,1510
822,496
823,4526
824,1211
825,1454
826,808
827,1288
828,1281
829,769
830,692
831,1075
832,707
833,953
834,301
835,283
836,374
837,216
838,352
839,319
840,225
841,447
842,362
843,970
844,330
845,2103
846,317
847,876
848,328
849,834
850,929
851,653
852,1056
853,488
854,446
855,588
856,190
857,337
858,433
859,130
860,327
861,227
862,108
863,411
864,397
865,595
866,243
867,1776
868,263
869,890
870,303
871,545
872,657
873,725
874,831
875,392
876,417
877,278
878,164
879,251
880,202
881,181
882,17
883,23
884,294
885,54
886,74
887,337
888,91
889,773
890,25
891,349
892,45
893,271
894,204
895,347
896,61
897,44
898,71
899,130
900,20
901,48
902,48
903,157
904,293
905,129
906,121
907,414
908,303
909,470
910,175
911,2333
912,282
913,624
914,293
915,425
916,448
917,630
918,485
919,413
920,465
921,220
922,130
923,149
924,114
925,285
926,166
927,210
928,381
929,384
930,365
931,959
932,301
933,2323
934,178
935,1000
936,269
937,832
938,634
939,1215
940,569
941,518
942,413
943,715
944,149
945,208
946,334
947,232
948,66
949,43
950,310
951,218
952,127
953,192
954,39
955,289
956,40
957,228
958,67
959,115
960,115
961,127
962,125
963,118
964,92
965,66
966,115
967,132
968,47
969,102
970,105
971,80
972,29
973,237
974,369
975,349
976,101
977,318
978,66
979,509
980,263
981,329
982,489
983,439
984,252
985,223
986,155
987,41
988,55
989,86
990,27
991,19
992,101
993,58
994,34
995,169
996,209
997,259
998,20
999,29
1000,16
1001,250
1002,151
1003,226
1004,191
1005,214
1006,211
1007,224
1008,56
1009,63
1010,26
1011,90
1012,29
1013,187
1014,109
1015,53
1016,126
1017,531
1018,637
1019,682
1020,105
1021,596
1022,150
1023,1569
1024,382
1025,422
1026,1353
1027,750
1028,386
1029,376
1030,284
1031,112
1032,226
1033,208
1034,51
1035,25
1036,103
1037,212
1038,26
1039,353
1040,166
1041,921
1042,412
1043,300
1044,202
1045,299
1046,122
1047,881
1048,666
1049,279
1050,120
1051,147
1052,135
1053,255
1054,53
1055,177
1056,122
1057,163
1058,258
1059,163
1060,167
1061,525
1062,642
1063,580
1064,150
1065,387
1066,147
1067,833
1068,353
1069,627
1070,1032
1071,807
1072,426
1073,355
1074,218
1075,105
1076,169
1077,228
1078,60
1079,200
1080,141
1081,33
1082,46
1083,238
1084,244
1085,368
1086,47
1087,254
1088,92
1089,606
1090,115
1091,333
1092,321
1093,336
1094,168
1095,117
1096,187
1097,40
1098,89
1099,125
1100,29
1123,265
1124,187
1125,43
1126,67
1127,488
1128,464
1129,371
1130,57
1131,835
1132,173
1133,983
1134,257
1135,315
1136,436
1137,680
1138,304
1139,280
1140,396
1141,68
1142,278
1143,139
1144,47
1145,325
1146,398
1147,233
1148,415
1149,805
1150,317
1151,745
1152,182
1153,1124
1154,244
1155,693
1156,233
1157,662
1158,664
1159,451
1160,379
1161,421
1162,273
1163,238
1164,447
1165,298
1166,258
1167,181
1168,247
1169,192
1170,67
1171,730
1172,973
1173,867
1174,252
1175,662
1176,299
1177,1033
1178,410
1179,778
1180,1558
1181,431
1182,416
1183,686
1184,300
1185,132
1186,294
1187,449
1188,74
1189,34
1190,110
1191,167
1192,30
1193,227
1194,252
1195,423
1196,94
1197,38
1198,26
1199,170
1200,159
1201,255
1202,381
1203,69
1204,239
1205,506
1206,24
1207,56
1208,137
1209,297
1210,69
1211,90
1212,326
1213,245
1214,73
1215,861
1216,369
1217,550
1218,373
1219,398
1220,211
1221,553
1222,274
1223,836
1224,806
1225,317
1226,278
1227,414
1228,141
1229,123
1230,436
1231,438
1232,83
1233,243
1234,699
1235,516
1236,246
1237,1741
1238,912
1239,883
1240,381
1241,898
1242,322
1243,1330
1244,461
1245,1010
1246,1767
1247,660
1248,636
1249,1246
1250,331
1251,198
1252,1363
1253,756
1254,162
1255,25
1256,989
1257,52
1258,61
1259,514
1260,182
1261,483
1262,136
1263,341
1264,50
1265,575
1266,95
1267,576
1268,690
1269,308
1270,397
1271,319
1272,65
1273,121
1274,511
1275,167
1276,28
1277,37
1278,130
1279,76
1280,40
1281,516
1282,143
1283,357
1284,129
1285,185
1286,156
1287,352
1288,114
1289,480
1290,485
1291,135
1292,66
1293,256
1294,70
1295,26
1296,405
1297,318
1298,11
1299,156
1300,69
1301,85
1302,46
1303,330
1304,404
1305,443
1306,144
1307,312
1308,137
1309,710
1310,286
1311,343
1312,671
1313,321
1314,331
1315,298
1316,100
1317,41
1318,61
1319,112
1320,21
1321,118
1322,127
1323,70
1324,72
1325,267
1326,211
1327,154
1328,37
1329,440
1330,190
1331,365
1332,99
1333,116
1334,128
1335,333
1336,236
1337,329
1338,124
1339,83
1340,137
1341,251
1342,56
1343,206
1344,197
1345,130
1346,301
1347,240
1348,93
1349,288
1350,148
1351,1859
1352,232
1353,507
1354,89
1355,238
1356,239
1357,442
1358,238
1359,197
1360,202
1361,454
1362,76
1363,216
1364,218
1365,278
1366,305
1367,186
1368,291
1369,576
1370,280
1371,765
1372,272
1373,5557
1374,531
1375,1774
1376,326
1377,617
1378,607
1379,1270
1380,477
1381,446
1382,881
1383,1418
1384,239
1385,303
1386,473
1387,117
1388,203
1389,178
1390,315
1391,244
1392,99
1393,245
1394,112
1395,1156
1396,125
1397,330
1398,76
1399,283
1400,217
1401,271
1402,196
1403,166
1404,80
1405,300
1406,121
1407,191
1408,171
1409,100
1410,136
1411,87
1412,96
1413,223
1414,157
